ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
2439,4,3,Muy bueno,17130,08/02/2022
2440,5,4,Excelente,17839,19/03/2021
2441,5,5,Excelente,17005,21/05/2023
2442,1,2,Regular,17829,23/06/2023
2443,2,2,Aceptable,17211,20/09/2022
2444,4,3,Muy bueno,17324,12/08/2022
2445,5,4,Excelente,17510,18/05/2021
2446,5,4,Excelente,52187,19/08/2021
2447,1,2,Regular,18264,05/12/2022
2448,1,2,Regular,4749887,08/12/2022
2449,4,3,Muy bueno,18153,13/07/2023
2450,5,5,Excelente,18533,01/04/2023
2451,2,1,Regular,18190,15/07/2023
2452,5,5,Excelente,17388,03/11/2021
2453,1,2,Regular,17346,27/07/2023
2454,5,5,Excelente,17243,16/04/2021
2455,2,1,Regular,16904,22/02/2021
2456,5,4,Excelente,17875,28/02/2021
2457,1,1,Deficiente,5237135,29/11/2023
2458,4,4,Excelente,16868,02/07/2023
2459,4,3,Muy bueno,6819625,06/02/2023
2460,4,3,Muy bueno,16894,02/04/2021
2461,4,3,Muy bueno,18096,04/12/2022
2462,5,5,Excelente,17434,26/10/2022
2463,3,4,Muy bueno,5237133,23/08/2023
2464,1,2,Regular,17115,31/05/2021
2465,3,2,Aceptable,17062,08/04/2023
2466,1,2,Regular,9438309,14/06/2022
2467,3,2,Aceptable,17634,06/05/2022
2468,3,2,Aceptable,17692,06/11/2023
2469,3,3,Muy bueno,18052,06/12/2023
2470,4,3,Muy bueno,17181,11/03/2023
2471,4,3,Muy bueno,18415,22/08/2021
2472,4,4,Excelente,18106,04/10/2022
2473,5,5,Excelente,18390,09/02/2023
2474,4,3,Muy bueno,18130,10/01/2023
2475,2,1,Regular,17695,03/10/2021
2476,1,1,Deficiente,17455,29/01/2021
2477,5,4,Excelente,16834,26/12/2022
2478,1,1,Deficiente,5178801,11/12/2021
2479,1,1,Deficiente,18105,17/02/2023
2480,3,3,Muy bueno,18062,11/03/2022
2481,3,3,Muy bueno,17307,11/05/2021
2482,5,5,Excelente,17687,17/10/2023
2483,4,3,Muy bueno,17516,29/09/2023
2484,2,3,Aceptable,17833,03/10/2021
2485,1,1,Deficiente,17110,07/10/2022
2486,3,2,Aceptable,18570,11/11/2021
2487,5,4,Excelente,7403983,15/01/2023
2488,1,1,Deficiente,5237133,04/03/2021
2489,1,2,Regular,52078,27/09/2021
2490,5,4,Excelente,5240281,18/09/2022
2491,4,4,Excelente,18062,16/05/2023
2492,2,3,Aceptable,17172,08/12/2022
2493,3,4,Muy bueno,52231,08/12/2022
2494,5,5,Excelente,17086,10/03/2021
2495,3,3,Muy bueno,4796512,23/12/2022
2496,1,1,Deficiente,17013,23/06/2021
2497,3,2,Aceptable,5240275,21/10/2021
2498,5,4,Excelente,18470,31/05/2022
2499,3,3,Muy bueno,5241175,02/12/2021
2500,1,2,Regular,18119,25/06/2022
2501,5,5,Excelente,6819620,21/06/2023
2502,2,1,Regular,17437,19/09/2023
2503,5,4,Excelente,52165,04/06/2022
2504,5,5,Excelente,16748,21/05/2021
2505,2,3,Aceptable,18349,12/06/2022
2506,2,1,Regular,52061,05/04/2022
2507,1,1,Deficiente,16847,29/04/2022
2508,2,3,Aceptable,9438309,15/04/2022
2509,5,5,Excelente,18079,15/04/2023
2510,4,4,Excelente,8941727,20/11/2022
2511,2,3,Aceptable,17590,26/02/2023
2512,3,3,Muy bueno,5246180,31/08/2022
2513,1,2,Regular,52229,22/03/2022
2514,5,5,Excelente,52073,17/01/2023
2515,5,5,Excelente,18194,07/01/2023
2516,1,1,Deficiente,4986142,26/11/2021
2517,4,4,Excelente,4730819,17/05/2021
2518,4,3,Muy bueno,5196548,24/08/2023
2519,3,3,Muy bueno,18465,24/05/2022
2520,4,3,Muy bueno,5195385,23/08/2021
2521,3,2,Aceptable,18047,03/11/2021
2522,4,4,Excelente,18227,06/08/2022
2523,1,2,Regular,5237131,04/06/2022
2524,1,2,Regular,5240327,17/11/2022
2525,1,1,Deficiente,52167,02/03/2021
2526,3,4,Muy bueno,17811,27/02/2023
2527,1,1,Deficiente,17489,24/11/2022
2528,4,3,Muy bueno,5240281,17/05/2022
2529,4,3,Muy bueno,8941727,11/08/2022
2530,4,3,Muy bueno,6819624,14/12/2023
2531,3,3,Muy bueno,17969,29/06/2021
2532,4,3,Muy bueno,5246181,25/04/2021
2533,4,4,Excelente,17835,14/11/2021
2534,5,5,Excelente,17154,16/05/2023
2535,4,5,Excelente,17656,14/08/2023
2536,2,1,Regular,17671,21/12/2021
2537,5,5,Excelente,18216,30/09/2023
2538,4,5,Excelente,4985933,26/10/2021
2539,2,1,Regular,17012,13/05/2023
2540,4,3,Muy bueno,3573055,02/04/2023
2541,1,1,Deficiente,7591499,28/04/2023
2542,3,2,Aceptable,3573015,18/03/2022
2543,4,4,Excelente,7928031,23/08/2021
2544,4,5,Excelente,5219924,03/08/2021
2545,2,1,Regular,16830,24/10/2022
2546,3,2,Aceptable,8891609,04/02/2021
2547,2,3,Aceptable,16878,12/12/2021
2548,5,5,Excelente,17068,07/10/2021
2549,5,5,Excelente,3573058,30/12/2022
2550,2,2,Aceptable,5246187,25/12/2023
2551,3,3,Muy bueno,18112,12/01/2021
2552,3,4,Muy bueno,7362864,04/06/2021
2553,4,3,Muy bueno,18082,20/02/2021
2554,5,5,Excelente,16906,12/06/2021
2555,2,1,Regular,52161,04/11/2023
2556,1,2,Regular,17335,16/03/2022
2557,1,1,Deficiente,17844,25/11/2023
2558,5,5,Excelente,18615,22/07/2022
2559,5,5,Excelente,3567539,19/01/2023
2560,4,5,Excelente,5653924,28/11/2022
2561,4,5,Excelente,52093,17/12/2022
2562,3,3,Muy bueno,7591554,14/05/2022
2563,4,5,Excelente,17253,30/09/2021
2564,3,4,Muy bueno,18554,05/07/2023
2565,1,2,Regular,17639,03/12/2023
2566,4,4,Excelente,18375,06/02/2022
2567,4,3,Muy bueno,17751,07/04/2021
2568,4,3,Muy bueno,5653971,09/12/2022
2569,1,2,Regular,17305,27/05/2022
2570,3,2,Aceptable,17407,13/03/2022
2571,5,5,Excelente,7024214,08/09/2021
2572,2,2,Aceptable,5654012,13/12/2023
2573,5,5,Excelente,18022,18/03/2021
2574,1,1,Deficiente,18430,10/07/2023
2575,3,3,Muy bueno,7838818,25/11/2021
2576,3,3,Muy bueno,17622,24/03/2023
2577,4,4,Excelente,17342,25/10/2023
2578,1,1,Deficiente,17266,14/08/2022
2579,1,1,Deficiente,52209,28/02/2021
2580,5,4,Excelente,17144,01/06/2021
2581,4,3,Muy bueno,18357,04/10/2023
2582,3,2,Aceptable,18391,15/07/2022
2583,5,4,Excelente,52110,25/07/2022
2584,3,4,Muy bueno,52131,19/08/2021
2585,5,5,Excelente,17034,04/02/2021
2586,5,5,Excelente,17265,02/04/2021
2587,3,4,Muy bueno,18418,21/12/2021
2588,2,3,Aceptable,18560,10/07/2023
2589,5,5,Excelente,17634,21/02/2023
2590,1,2,Regular,16662,18/03/2021
2591,4,4,Excelente,5197210,28/11/2023
2592,4,5,Excelente,5653967,19/06/2022
2593,2,2,Aceptable,3739833,06/06/2021
2594,3,4,Muy bueno,7591499,16/08/2022
2595,4,3,Muy bueno,17334,15/07/2023
2596,2,1,Regular,52166,29/07/2021
2597,4,5,Excelente,17659,27/10/2021
2598,5,5,Excelente,17597,14/07/2023
2599,3,3,Muy bueno,17820,27/07/2023
2600,3,4,Muy bueno,18371,14/07/2022
2601,4,3,Muy bueno,17737,12/05/2022
2602,1,2,Regular,7838758,19/03/2022
2603,4,3,Muy bueno,18590,06/10/2023
2604,5,4,Excelente,18384,25/09/2021
2605,2,3,Aceptable,18631,24/11/2022
2606,1,2,Regular,52211,01/08/2021
2607,5,5,Excelente,17924,24/10/2022
2608,4,5,Excelente,8799543,08/11/2021
2609,2,2,Aceptable,5219929,25/05/2023
2610,2,2,Aceptable,8799604,30/10/2021
2611,2,2,Aceptable,17213,04/11/2022
2612,1,1,Deficiente,17931,23/10/2021
2613,4,4,Excelente,18016,22/08/2022
2614,2,1,Regular,5211176,26/05/2021
2615,4,4,Excelente,18466,11/03/2023
2616,1,1,Deficiente,17990,26/04/2023
2617,1,2,Regular,4704499,06/01/2023
2618,4,5,Excelente,17160,19/07/2023
2619,3,3,Muy bueno,16710,24/06/2022
2620,3,2,Aceptable,17595,14/11/2022
2621,1,2,Regular,18216,17/01/2023
2622,2,3,Aceptable,17801,18/06/2022
2623,2,2,Aceptable,52125,29/06/2022
2624,1,2,Regular,16834,13/03/2023
2625,1,1,Deficiente,17387,20/08/2022
2626,1,1,Deficiente,17140,11/04/2023
2627,4,3,Muy bueno,7802464,21/02/2023
2628,5,5,Excelente,17013,20/12/2022
2629,3,3,Muy bueno,17512,03/11/2022
2630,4,5,Excelente,17862,23/04/2023
2631,4,5,Excelente,18132,13/07/2022
2632,5,5,Excelente,8799550,20/04/2021
2633,2,1,Regular,17645,14/10/2021
2634,4,4,Excelente,18434,19/01/2022
2635,3,2,Aceptable,18258,08/11/2023
2636,5,5,Excelente,17957,07/08/2021
2637,1,2,Regular,17816,12/09/2023
2638,4,4,Excelente,7538071,29/01/2021
2639,4,4,Excelente,52144,23/01/2021
2640,2,2,Aceptable,17137,05/04/2021
2641,2,1,Regular,16926,17/01/2021
2642,2,2,Aceptable,17554,08/11/2023
2643,1,1,Deficiente,16879,19/10/2022
2644,2,2,Aceptable,8776080,27/02/2022
2645,1,2,Regular,52055,10/02/2021
2646,3,4,Muy bueno,17903,27/01/2023
2647,5,4,Excelente,16686,10/11/2022
2648,3,3,Muy bueno,18009,19/03/2022
2649,4,3,Muy bueno,17344,17/09/2022
2650,4,3,Muy bueno,52108,12/05/2021
2651,4,5,Excelente,17213,16/07/2021
2652,5,5,Excelente,5237129,07/08/2021
2653,2,3,Aceptable,52102,22/12/2021
2654,1,1,Deficiente,5241170,14/02/2023
2655,1,1,Deficiente,17382,31/08/2021
2656,5,5,Excelente,17831,18/01/2023
2657,1,1,Deficiente,18156,12/04/2021
2658,2,3,Aceptable,16728,11/08/2022
2659,1,1,Deficiente,16670,04/11/2023
2660,4,5,Excelente,18493,13/11/2021
2661,5,5,Excelente,17217,06/03/2023
2662,1,1,Deficiente,3568168,26/07/2022
2663,1,2,Regular,17173,25/01/2021
2664,2,3,Aceptable,5654053,01/05/2023
2665,1,1,Deficiente,16709,10/05/2021
2666,2,2,Aceptable,16737,21/11/2023
2667,3,4,Muy bueno,17309,01/06/2023
2668,3,3,Muy bueno,17347,11/10/2022
2669,4,3,Muy bueno,17596,24/11/2022
2670,3,4,Muy bueno,52054,04/01/2022
2671,5,4,Excelente,18429,26/05/2021
2672,4,4,Excelente,17924,10/12/2021
2673,4,3,Muy bueno,18395,26/05/2021
2674,1,1,Deficiente,4987160,01/08/2023
2675,1,1,Deficiente,18069,29/01/2021
2676,4,4,Excelente,18320,11/09/2023
2677,4,4,Excelente,17901,13/06/2022
2678,1,1,Deficiente,17965,29/04/2022
2679,5,5,Excelente,17065,21/04/2023
2680,3,2,Aceptable,17842,05/11/2022
2681,2,1,Regular,5207246,19/09/2021
2682,4,3,Muy bueno,17631,16/09/2023
2683,5,5,Excelente,18211,25/05/2023
2684,3,2,Aceptable,5241167,09/07/2023
2685,1,1,Deficiente,18493,16/12/2023
2686,2,1,Regular,16768,18/08/2021
2687,5,5,Excelente,8914013,18/06/2021
2688,3,3,Muy bueno,17029,12/11/2023
2689,3,3,Muy bueno,16839,20/04/2021
2690,5,5,Excelente,52139,05/11/2022
2691,2,3,Aceptable,5653967,19/11/2021
2692,1,2,Regular,18427,20/08/2023
2693,4,4,Excelente,17825,17/03/2022
2694,4,5,Excelente,7162223,02/06/2023
2695,5,5,Excelente,17682,17/12/2022
2696,3,3,Muy bueno,17293,10/11/2022
2697,4,3,Muy bueno,16876,08/09/2023
2698,3,2,Aceptable,17699,08/12/2022
2699,3,2,Aceptable,17627,23/06/2021
2700,5,4,Excelente,52232,18/03/2022
2701,4,3,Muy bueno,7613890,30/03/2021
2702,5,4,Excelente,4737844,28/12/2022
2703,5,5,Excelente,5174692,11/04/2022
2704,5,4,Excelente,18544,29/10/2021
2705,1,1,Deficiente,18467,03/01/2021
2706,4,5,Excelente,17836,15/05/2021
2707,4,3,Muy bueno,451531,16/07/2023
2708,3,3,Muy bueno,17813,18/04/2021
2709,5,5,Excelente,18002,02/04/2023
2710,2,1,Regular,17557,02/03/2023
2711,1,1,Deficiente,18307,24/03/2021
2712,3,4,Muy bueno,17037,15/10/2021
2713,4,3,Muy bueno,5241168,29/03/2021
2714,5,4,Excelente,18488,15/01/2021
2715,1,1,Deficiente,18070,27/02/2022
2716,1,1,Deficiente,461342,22/12/2021
2717,2,2,Aceptable,18412,31/08/2021
2718,4,4,Excelente,17812,07/11/2023
2719,3,3,Muy bueno,17175,03/02/2023
2720,4,3,Muy bueno,3611795,14/08/2022
2721,4,4,Excelente,17709,08/03/2023
2722,5,5,Excelente,17565,16/05/2022
2723,5,5,Excelente,16701,13/07/2021
2724,1,2,Regular,3568711,02/10/2021
2725,4,3,Muy bueno,3991087,20/12/2023
2726,5,5,Excelente,17892,01/07/2023
2727,3,3,Muy bueno,17613,26/02/2021
2728,1,1,Deficiente,17270,17/06/2023
2729,3,3,Muy bueno,16867,31/10/2023
2730,5,5,Excelente,18295,01/11/2023
2731,5,5,Excelente,3568695,28/06/2021
2732,4,4,Excelente,17601,16/03/2021
2733,2,2,Aceptable,16922,26/09/2022
2734,3,4,Muy bueno,3531284,16/04/2023
2735,4,4,Excelente,18142,23/08/2022
2736,1,1,Deficiente,18528,25/09/2022
2737,1,2,Regular,18512,28/12/2023
2738,1,2,Regular,17173,06/04/2023
2739,1,2,Regular,5272342,13/06/2023
2740,1,1,Deficiente,5218470,25/02/2021
2741,1,2,Regular,17116,21/08/2022
2742,1,1,Deficiente,17737,21/10/2021
2743,1,1,Deficiente,9294001,21/03/2021
2744,2,2,Aceptable,52073,04/10/2022
2745,4,3,Muy bueno,17789,09/09/2023
2746,4,5,Excelente,9187084,15/10/2022
2747,3,4,Muy bueno,17125,09/07/2023
2748,3,3,Muy bueno,3573049,10/05/2023
2749,5,5,Excelente,18389,25/06/2023
2750,5,5,Excelente,17559,19/12/2022
2751,2,1,Regular,5174766,04/09/2023
2752,1,1,Deficiente,17436,05/01/2023
2753,4,3,Muy bueno,17574,12/09/2023
2754,2,1,Regular,18548,02/09/2021
2755,5,4,Excelente,17448,23/08/2021
2756,3,4,Muy bueno,4985689,19/08/2022
2757,1,1,Deficiente,18503,22/12/2023
2758,1,1,Deficiente,17138,23/05/2022
2759,1,1,Deficiente,17562,11/12/2023
2760,1,1,Deficiente,17409,04/08/2022
2761,1,2,Regular,18348,06/05/2022
2762,4,3,Muy bueno,16728,14/10/2022
2763,3,2,Aceptable,18615,05/10/2021
2764,5,4,Excelente,5654025,08/07/2022
2765,4,5,Excelente,8941726,26/03/2022
2766,4,3,Muy bueno,18241,24/05/2021
2767,4,5,Excelente,7943797,08/08/2021
2768,4,4,Excelente,16788,26/03/2022
2769,5,5,Excelente,17319,09/03/2021
2770,3,2,Aceptable,5802688,03/11/2022
2771,4,3,Muy bueno,18166,22/05/2023
2772,5,4,Excelente,8799554,22/09/2023
2773,2,3,Aceptable,18218,28/01/2021
2774,2,1,Regular,17176,07/01/2023
2775,1,2,Regular,5195385,27/05/2021
2776,2,2,Aceptable,18324,27/11/2021
2777,1,1,Deficiente,18161,27/09/2022
2778,1,1,Deficiente,16663,21/05/2023
2779,2,3,Aceptable,4794404,07/04/2023
2780,3,4,Muy bueno,18500,21/07/2021
2781,4,4,Excelente,16675,11/08/2022
2782,4,4,Excelente,52225,11/03/2023
2783,2,3,Aceptable,16733,15/04/2023
2784,5,5,Excelente,17060,07/02/2022
2785,5,5,Excelente,17133,15/04/2021
2786,5,5,Excelente,18586,14/07/2023
2787,1,1,Deficiente,5195385,28/11/2022
2788,2,2,Aceptable,17896,22/02/2023
2789,3,3,Muy bueno,3573350,25/10/2023
2790,5,5,Excelente,17533,01/12/2022
2791,3,2,Aceptable,52143,07/01/2023
2792,3,4,Muy bueno,7602249,21/02/2023
2793,2,3,Aceptable,18526,11/08/2022
2794,4,3,Muy bueno,7943776,19/11/2023
2795,1,1,Deficiente,17242,22/05/2022
2796,1,2,Regular,17009,05/10/2021
2797,4,5,Excelente,5003366,06/01/2021
2798,3,4,Muy bueno,7802522,21/05/2023
2799,2,3,Aceptable,9424150,18/02/2022
2800,2,1,Regular,17278,13/04/2022
2801,1,1,Deficiente,18179,18/04/2023
2802,2,3,Aceptable,18481,25/02/2022
2803,1,1,Deficiente,5213825,28/07/2022
2804,1,1,Deficiente,52181,12/03/2022
2805,4,4,Excelente,17510,23/07/2021
2806,2,3,Aceptable,16861,27/07/2022
2807,5,4,Excelente,16745,15/02/2023
2808,1,2,Regular,9293991,28/10/2021
2809,2,1,Regular,18551,19/02/2021
2810,3,3,Muy bueno,17812,01/02/2022
2811,1,2,Regular,17982,25/08/2023
2812,5,5,Excelente,18431,24/03/2023
2813,1,2,Regular,5237108,27/05/2023
2814,3,3,Muy bueno,9492616,01/11/2021
2815,4,3,Muy bueno,9403205,22/04/2023
2816,5,5,Excelente,7177654,20/11/2022
2817,1,1,Deficiente,18434,31/01/2021
2818,5,5,Excelente,8799547,23/07/2022
2819,5,5,Excelente,17421,14/10/2022
2820,5,5,Excelente,18156,04/03/2021
2821,2,3,Aceptable,18569,06/12/2022
2822,2,1,Regular,7840405,26/11/2022
2823,4,5,Excelente,5237131,15/09/2023
2824,1,1,Deficiente,17456,11/02/2022
2825,1,1,Deficiente,17812,27/06/2021
2826,5,4,Excelente,5237116,04/09/2022
2827,1,2,Regular,17902,13/06/2021
2828,5,5,Excelente,17679,12/09/2021
2829,5,5,Excelente,5653806,15/05/2023
2830,3,4,Muy bueno,18182,04/01/2022
2831,4,3,Muy bueno,17890,01/02/2022
2832,3,4,Muy bueno,17319,26/12/2023
2833,3,3,Muy bueno,18337,21/11/2023
2834,1,1,Deficiente,5158912,24/11/2022
2835,1,2,Regular,17096,14/12/2021
2836,4,3,Muy bueno,18212,10/01/2021
2837,1,1,Deficiente,16873,16/11/2022
2838,1,1,Deficiente,16813,12/07/2022
2839,4,3,Muy bueno,17465,02/12/2021
2840,5,4,Excelente,3576105,09/02/2022
2841,5,5,Excelente,17839,09/12/2023
2842,5,5,Excelente,17976,18/12/2023
2843,2,3,Aceptable,18230,01/07/2023
2844,3,2,Aceptable,18122,26/08/2021
2845,3,2,Aceptable,18080,16/09/2023
2846,5,4,Excelente,7127773,17/12/2022
2847,3,2,Aceptable,17360,11/08/2023
2848,4,5,Excelente,5158970,21/03/2023
2849,2,2,Aceptable,5237134,12/09/2022
2850,1,2,Regular,16662,19/02/2023
2851,4,4,Excelente,18368,12/04/2021
2852,2,2,Aceptable,52123,14/01/2021
2853,4,5,Excelente,16750,13/11/2023
2854,5,5,Excelente,7906811,31/12/2023
2855,1,1,Deficiente,18298,04/01/2021
2856,3,4,Muy bueno,17195,24/12/2021
2857,1,1,Deficiente,17287,02/08/2023
2858,5,5,Excelente,17687,20/05/2022
2859,1,1,Deficiente,7247845,17/09/2023
2860,4,3,Muy bueno,17853,16/05/2023
2861,2,3,Aceptable,5240327,28/07/2022
2862,5,5,Excelente,17526,24/05/2021
2863,1,2,Regular,7107693,21/12/2021
2864,5,4,Excelente,6819620,20/12/2022
2865,4,5,Excelente,7125670,01/01/2021
2866,1,1,Deficiente,18092,13/09/2023
2867,2,3,Aceptable,18321,28/01/2021
2868,3,3,Muy bueno,17906,07/08/2022
2869,1,1,Deficiente,18482,07/12/2023
2870,5,4,Excelente,17947,19/03/2023
2871,1,2,Regular,18290,05/10/2022
2872,3,2,Aceptable,17691,11/01/2023
2873,4,5,Excelente,17218,25/06/2021
2874,5,5,Excelente,52076,18/06/2022
2875,5,4,Excelente,18071,13/11/2022
2876,5,5,Excelente,5653907,02/02/2022
2877,1,2,Regular,17940,02/05/2023
2878,3,4,Muy bueno,52075,24/08/2023
2879,2,3,Aceptable,7537965,06/12/2023
2880,1,1,Deficiente,3568959,14/03/2023
2881,1,2,Regular,5213822,31/03/2022
2882,1,2,Regular,17943,04/03/2023
2883,3,3,Muy bueno,16714,06/07/2021
2884,3,3,Muy bueno,16917,18/11/2022
2885,4,3,Muy bueno,18075,15/04/2021
2886,3,3,Muy bueno,17277,13/09/2023
2887,5,4,Excelente,18405,04/12/2021
2888,3,2,Aceptable,5240107,24/02/2023
2889,5,5,Excelente,5654059,25/12/2023
2890,3,4,Muy bueno,18108,28/03/2022
2891,1,1,Deficiente,9187084,11/01/2023
2892,4,5,Excelente,17311,21/01/2023
2893,5,5,Excelente,18212,01/04/2021
2894,3,4,Muy bueno,16815,16/11/2023
2895,5,5,Excelente,17801,12/03/2022
2896,1,1,Deficiente,3566376,21/03/2021
2897,2,1,Regular,18084,28/02/2023
2898,3,3,Muy bueno,17798,10/11/2023
2899,5,4,Excelente,18065,10/11/2023
2900,4,4,Excelente,16747,02/05/2021
2901,1,2,Regular,18614,31/10/2023
2902,5,5,Excelente,18324,16/07/2023
2903,5,4,Excelente,8914012,21/03/2023
2904,5,5,Excelente,17557,15/01/2023
2905,3,2,Aceptable,18191,08/09/2021
2906,2,3,Aceptable,9293991,27/01/2021
2907,5,4,Excelente,52110,27/06/2022
2908,5,4,Excelente,17987,23/09/2022
2909,2,2,Aceptable,16666,04/11/2021
2910,5,5,Excelente,17589,30/01/2021
2911,3,4,Muy bueno,4986431,02/01/2021
2912,3,4,Muy bueno,17678,20/06/2023
2913,2,2,Aceptable,17501,27/06/2022
2914,1,1,Deficiente,17347,22/01/2022
2915,5,4,Excelente,5237131,17/04/2023
2916,2,1,Regular,5211176,24/06/2022
2917,3,3,Muy bueno,18151,02/05/2022
2918,3,3,Muy bueno,18409,21/12/2023
2919,3,4,Muy bueno,18311,09/02/2023
2920,2,3,Aceptable,17640,19/08/2022
2921,5,5,Excelente,18442,10/05/2021
2922,5,4,Excelente,17904,12/09/2023
2923,2,2,Aceptable,8800261,14/10/2023
2924,5,5,Excelente,17745,11/06/2022
2925,3,4,Muy bueno,17995,22/12/2023
2926,3,2,Aceptable,17776,20/03/2021
2927,3,3,Muy bueno,17844,12/03/2023
2928,2,1,Regular,16958,01/08/2022
2929,1,2,Regular,16761,30/09/2022
2930,1,1,Deficiente,7602200,03/12/2022
2931,2,2,Aceptable,17194,16/02/2022
2932,4,3,Muy bueno,17648,02/08/2022
2933,2,3,Aceptable,17542,27/08/2022
2934,2,2,Aceptable,3971913,13/03/2023
2935,1,2,Regular,16718,23/03/2023
2936,1,1,Deficiente,17317,08/03/2022
2937,5,5,Excelente,17872,01/11/2023
2938,1,1,Deficiente,17977,29/06/2023
2939,2,3,Aceptable,17168,11/10/2022
2940,4,5,Excelente,18583,23/11/2021
2941,3,2,Aceptable,52168,09/11/2022
2942,4,4,Excelente,16792,16/02/2021
2943,3,3,Muy bueno,5237134,14/02/2021
2944,4,4,Excelente,17242,08/10/2021
2945,1,2,Regular,4737942,28/07/2021
2946,3,4,Muy bueno,52138,10/01/2023
2947,4,4,Excelente,17732,26/04/2022
2948,2,3,Aceptable,17343,09/06/2021
2949,1,1,Deficiente,18183,07/01/2023
2950,1,2,Regular,4986431,09/11/2023
2951,2,2,Aceptable,7538071,18/11/2022
2952,5,4,Excelente,8798266,20/10/2022
2953,5,4,Excelente,52066,09/02/2021
2954,1,2,Regular,52045,04/05/2023
2955,2,2,Aceptable,16898,23/04/2023
2956,1,2,Regular,4730869,19/10/2023
2957,3,4,Muy bueno,16882,24/10/2022
2958,4,5,Excelente,17005,17/05/2021
2959,1,1,Deficiente,17583,13/06/2022
2960,2,1,Regular,18326,15/05/2023
2961,5,5,Excelente,7130028,31/03/2021
2962,3,3,Muy bueno,52124,03/05/2021
2963,3,3,Muy bueno,17960,24/10/2022
2964,5,5,Excelente,18636,11/05/2023
2965,1,2,Regular,18529,08/09/2022
2966,5,4,Excelente,17088,16/01/2023
2967,5,4,Excelente,17592,11/12/2023
2968,1,2,Regular,7839105,17/09/2022
2969,5,5,Excelente,7162545,07/08/2021
2970,3,2,Aceptable,18068,14/07/2022
2971,4,3,Muy bueno,17398,19/10/2022
2972,4,5,Excelente,17326,26/01/2021
2973,5,4,Excelente,17591,14/02/2022
2974,2,3,Aceptable,18321,17/02/2021
2975,2,1,Regular,7126517,14/11/2022
2976,3,2,Aceptable,16717,15/02/2022
2977,5,5,Excelente,8800259,01/01/2021
2978,4,5,Excelente,17714,28/09/2022
2979,3,4,Muy bueno,3531285,16/09/2023
2980,3,4,Muy bueno,17475,09/03/2022
2981,2,3,Aceptable,16840,06/10/2021
2982,1,2,Regular,18480,29/11/2021
2983,1,2,Regular,18072,03/07/2022
2984,2,2,Aceptable,17360,16/02/2021
2985,2,3,Aceptable,9049654,06/03/2023
2986,3,2,Aceptable,17832,03/01/2021
2987,3,2,Aceptable,52168,17/11/2022
2988,5,5,Excelente,18533,10/01/2021
2989,1,1,Deficiente,18574,27/08/2023
2990,2,3,Aceptable,52191,04/05/2022
2991,5,5,Excelente,4704499,24/02/2022
2992,3,2,Aceptable,3573054,17/07/2023
2993,2,2,Aceptable,8799552,26/05/2021
2994,4,4,Excelente,17560,03/02/2021
2995,3,3,Muy bueno,52166,30/07/2021
2996,5,5,Excelente,17498,25/03/2023
2997,4,3,Muy bueno,52218,22/10/2022
2998,2,3,Aceptable,18213,02/06/2022
2999,5,4,Excelente,16879,21/08/2022
3000,3,4,Muy bueno,17335,22/10/2022
3001,3,4,Muy bueno,4988273,14/10/2021
3002,4,4,Excelente,7180264,23/05/2022
3003,4,5,Excelente,5237115,11/11/2023
3004,1,2,Regular,17158,06/11/2021
3005,4,5,Excelente,18619,08/03/2022
3006,2,2,Aceptable,8799531,21/06/2022
3007,5,5,Excelente,18536,10/05/2022
3008,1,1,Deficiente,5653851,05/12/2021
3009,4,5,Excelente,17757,11/06/2023
3010,1,1,Deficiente,17473,09/08/2023
3011,3,3,Muy bueno,18526,07/03/2023
3012,2,3,Aceptable,17138,26/02/2021
3013,3,4,Muy bueno,17522,20/02/2022
3014,1,2,Regular,5653905,01/08/2021
3015,1,2,Regular,18492,26/10/2023
3016,4,4,Excelente,17776,06/11/2023
3017,1,2,Regular,17556,18/04/2021
3018,1,1,Deficiente,16884,28/03/2023
3019,4,3,Muy bueno,17587,16/01/2021
3020,2,3,Aceptable,52162,19/02/2021
3021,1,1,Deficiente,18508,01/09/2023
3022,5,5,Excelente,16717,10/06/2022
3023,5,5,Excelente,18591,20/04/2023
3024,1,2,Regular,5237126,01/08/2021
3025,1,2,Regular,17466,27/08/2022
3026,3,3,Muy bueno,17966,12/02/2021
3027,4,3,Muy bueno,16873,23/04/2021
3028,2,2,Aceptable,17329,23/01/2023
3029,5,5,Excelente,17625,30/11/2022
3030,1,1,Deficiente,16906,11/06/2021
3031,1,2,Regular,3568169,29/09/2022
3032,5,5,Excelente,18111,17/10/2021
3033,4,5,Excelente,18320,01/11/2023
3034,5,4,Excelente,8909088,27/05/2023
3035,1,2,Regular,18170,02/11/2023
3036,1,2,Regular,7537965,28/04/2022
3037,5,5,Excelente,17764,30/05/2022
3038,1,2,Regular,18328,19/12/2022
3039,3,3,Muy bueno,16883,05/01/2023
3040,4,3,Muy bueno,16701,16/08/2022
3041,4,5,Excelente,16777,30/05/2021
3042,1,1,Deficiente,17002,23/05/2023
3043,4,5,Excelente,7403980,28/08/2023
3044,3,2,Aceptable,17303,30/12/2022
3045,3,2,Aceptable,17297,22/06/2022
3046,5,4,Excelente,18055,02/06/2021
3047,3,2,Aceptable,17842,05/06/2023
